Simbad_ID,GaiaDR3_ID,TYCHO_ID,2MASS_ID,GCVS_ID,HIP_ID,UCAC4_ID,Archival_Survey,Archival_ID,Archival_epoch,Archival_ra,Archival_ra_err,Archival_dec,Archival_dec_err,Archival_parallax,Archival_parallax_err,Archival_pmra,Archival_pmra_err,Archival_pmdec,Archival_pmdec_err,Search_method,Crossmatch_radius_arcsec,Radio_optical_sep_arcsec,Radio_component_id,Radio_SBID,Radio_starttime_mjd,Radio_endtime_mjd,Radio_exptime_s,Radio_ra,Radio_dec,Radio_ra_err,Radio_dec_err,Radio_freq_MHz,Radio_I_flux_peak,Radio_I_flux_peak_err,Radio_I_flux_int,Radio_I_flux_int_err,Radio_maj_axis,Radio_min_axis,Radio_pos_angle,Radio_maj_axis_err,Radio_min_axis_err,Radio_rms_fit_gauss,Radio_survey,Radio_I_measurementType,Radio_V_measurementType,Radio_V_flux_peak,Radio_V_flux_peak_err,Radio_V_flux_int,Radio_V_flux_int_err,Radio_telescope,Radio_local_V_RMS,Radio_local_I_RMS,Radio_I_flux_int_mean,Radio_I_flux_int_median,Radio_I_flux_int_max,Radio_I_flux_int_min,Radio_I_flux_int_std,Radio_I_flux_int_mad,Radio_I_flux_int_max_err,Radio_I_flux_int_min_err,MainType,OType,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,Distance_pc,G,Radio_luminosity_ergsHz_max,Xray_luminosity_ergs_max,Radio_luminosity_ergsHz_min,Xray_luminosity_ergs_min,Radio_luminosity_ergsHz_median,Xray_luminosity_ergs_median,Radio_luminosity_ergsHz_mean,Xray_luminosity_ergs_mean
2MASS J11414215-6521298,Gaia DR3 5236539580341818624,None,2MASS J11414215-6521298,None,None,None,GaiaDR3,Gaia DR3 5236539580341818624,J2016.0,175.4252212600259,1.13774240016937e-05,-65.35832060080597,1.39150414615869e-05,9.917604130824772,0.0152870025485754,-40.17550673470333,0.0157943982630968,-4.376085359394223,0.0191071256995201,StokesV,,,SB51518_component_2562a,51518,60146.37840277778,60146.37840277778,716.9999997597188,175.424673,-65.358217,,,887.49,3.61899995803833,,3.677000045776367,,,,,,,,VAST 41,Detection,Detection,3.302551031112671,,3.2254528999328613,,ASKAP,,,2.0089999995231627,1.611999976158142,3.677000045776367,1.135,1.0069764421680225,0.2660866046135168,3.677000045776367,1.135,YSO_Candidate,YSO_Candidate,9.917604130824772,0.0152870025485754,648.7605590820312,12.500804901123049,13.649703025817873,11.411578178405762,2.2381248474121094,1.1488981246948242,1.0892267227172852,100.83080417496332,7.482838746554105,4.47291918493032e+16,1.633359021373518e+31,1.3806807755489156e+16,6.882015484686314e+30,1.9609316099267464e+16,8.907417313027524e+30,2.443865795083182e+16,1.047265693701518e+31
2MASS J14333139+3417472,Gaia DR3 1287845363887270400,None,2MASS J14333139+3417472,None,None,None,GaiaDR3,Gaia DR3 1287845363887270400,J2016.0,218.3803774521228,1.8485790118575e-05,34.29633241611881,2.63135563582181e-05,20.74454733764504,0.0373398624360561,-90.478016168341,0.0206037461757659,-36.09193981863693,0.0324868559837341,StokesV,,,ILTJ143331.31+341746.8,P217+35,57305.0,,,218.38035723736752,34.29630208297725,0.2045185102881061,0.263477483857026,144.0,,,1.38845527,0.18754856,,,,,,,VLoTSS,Detection,Detection,,,0.89781696,0.101847991,LOFAR,0.103297785,0.095009007,1.223727635,1.223727635,1.38845527,1.059,0.16472763499999998,0.11110726763793335,1.38845527,1.059,HighPM*,HighPM*,20.74454733764504,0.0373398624360561,555.560302734375,15.1538667678833,17.50818634033203,13.754384994506836,3.7538013458251953,2.3543195724487305,1.3994817733764648,48.205438456847126,11.73838658098766,3860423249024066.5,2.696255055347751e+30,2944414781699439.0,2.2093471588845026e+30,3402419015361752.5,2.4571530225021144e+30,3402419015361752.5,2.4571530225021144e+30
2MASS J15563425-2003332,Gaia DR3 6246974033037885056,None,2MASS J15563425-2003332,None,None,None,GaiaDR3,Gaia DR3 6246974033037885056,J2016.0,239.14265696575487,4.03897836804389e-05,-20.0593489553327,2.42910869419574e-05,7.046101350600065,0.0417399629950523,-13.067038794325663,0.0547383800148963,-22.057443878668543,0.0314310044050216,StokesV,,,SB23870_component_2852a,23870,59275.92135416667,59275.92135416667,905.9999999357389,239.142737,-20.059395,,,1367.49,0.984000027179718,,0.949999988079071,,,,,,,,RACS Mid,Detection,Detection,0.8589059710502625,,1.0600800514221191,,ASKAP,,,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.0,0.0,0.949999988079071,0.949999988079071,YSO,YSO,7.046101350600065,0.0417399629950523,168.80947875976562,15.308459281921388,17.383350372314453,13.963401794433594,3.41994857788086,2.0748910903930664,1.345057487487793,141.9224547365952,9.548203710670487,2.2894796244003704e+16,9.982015103552969e+30,2.2894796244003704e+16,9.982015103552969e+30,2.2894796244003704e+16,9.982015103552969e+30,2.2894796244003704e+16,9.982015103552969e+30
2MASS J16040975-1833367,Gaia DR3 6249046852976613632,None,2MASS J16040975-1833367,None,None,None,GaiaDR3,Gaia DR3 6249046852976613632,J2016.0,241.0405896545448,2.33419947326183e-05,-18.560291072944207,1.44556080922484e-05,6.461327105954234,0.0249728541821241,-10.375729456569545,0.0314438864588737,-19.67163231912887,0.0172596350312232,StokesV,,,SB23870_component_2800a,23870,59275.92135416667,59275.92135416667,905.9999999357389,241.040473,-18.560026,,,1367.49,0.9829999804496764,,1.2719999551773071,,,,,,,,RACS Mid,Detection,Detection,0.8720179796218872,,0.9885389804840088,,ASKAP,,,1.2719999551773071,1.2719999551773071,1.2719999551773071,1.2719999551773071,0.0,0.0,1.2719999551773071,1.2719999551773071,YSO,YSO,6.461327105954234,0.0249728541821241,258.7340087890625,14.432005882263184,16.046049118041992,13.199999809265137,2.8460493087768555,1.6140432357788086,1.2320060729980469,154.76696715733232,8.48361452146414,3.645478949598258e+16,1.4052730950591186e+31,3.645478949598258e+16,1.4052730950591186e+31,3.645478949598258e+16,1.4052730950591186e+31,3.645478949598258e+16,1.4052730950591186e+31
2MASS J19123926-5016173,Gaia DR3 6658123517042686464,None,2MASS J19123926-5016173,None,None,None,GaiaDR3,Gaia DR3 6658123517042686464,J2016.0,288.164090058716,0.0001807224452495,-50.271765612752674,0.000151857972145,50.703788497178685,0.2185059338808059,67.49054288054245,0.2041290253400802,-64.78958058455272,0.1501226127147674,StokesV,,,SB34933_component_1132a,34933,59577.24703009259,59577.257398090274,895.795,288.164498,-50.272004,,,1655.49,2.289999961853028,,2.351999998092652,,,,,,,,RACS High,Detection,Detection,0.8833439946174622,,1.213089942932129,,ASKAP,,,2.351999998092652,2.351999998092652,2.351999998092652,2.351999998092652,0.0,0.0,2.351999998092652,2.351999998092652,HighPM*,HighPM*,50.703788497178685,0.2185059338808059,232.0476531982422,13.393101692199709,15.34045696258545,12.084129333496094,3.2563276290893555,1.9473552703857424,1.3089723587036133,19.722392145424063,11.918303743496573,1094630263463506.0,1.0672960212712523e+30,1094630263463506.0,1.0672960212712523e+30,1094630263463506.0,1.0672960212712523e+30,1094630263463506.0,1.0672960212712523e+30
2MASS J19551247+0045365,Gaia DR3 4240284979281473920,None,2MASS J19551247+0045365,None,None,None,GaiaDR3,Gaia DR3 4240284979281473920,J2016.0,298.8019874219685,5.25561235845088e-05,0.7601086356146354,3.65150198340415e-05,6.006288132434765,0.0615748353302478,-2.751520940982741,0.0554675683379173,-29.55701973367585,0.0391378365457057,StokesV,,,SB9667_VAST_2004+00A_component_3483a,9667,58722.5015162037,58722.5015162037,22126.00000037346,298.80187,0.760091,,,887.49,2.187000036239624,,1.5499999523162842,,,,,,,,VAST P-1,Detection,Detection,1.503620982170105,,1.6258070468902588,,ASKAP,,,1.544499976158142,1.544499976158142,1.5499999523162842,1.539,0.005499976158142128,0.0037096830960084504,1.5499999523162842,1.539,CataclyV*,CataclyV*,6.006288132434765,0.0615748353302478,97.54452514648438,15.898998260498049,16.24979591369629,15.1174898147583,1.1323060989379885,0.3507976531982422,0.7815084457397461,166.49217918798553,9.79202907174507,5.140795342919249e+16,1.8093487731680065e+31,5.104312436222779e+16,1.7998983456779176e+31,5.1225538895710136e+16,1.8046257864678144e+31,5.1225538895710136e+16,1.8046257864678144e+31
2MASS J20390476-4117390,Gaia DR3 6681126197945439232,None,2MASS J20390476-4117390,None,None,None,GaiaDR3,Gaia DR3 6681126197945439232,J2016.0,309.7702826436394,1.69860869646072e-05,-41.294394654565394,1.10773546621203e-05,25.66903662033172,0.0200989078730344,58.23983691453325,0.0212838016450405,-47.44736326035115,0.0171297956258058,StokesV,,,SB11592_component_4064a,11592,58874.16355324074,58874.16355324074,716.0000001545995,309.7707,-41.294152,,,887.49,1.6710000038146973,,1.8960000276565552,,,,,,,,VAST P-8,Detection,Detection,1.6571229696273804,,1.9857369661331177,,ASKAP,,,1.8855000138282776,1.8855000138282776,1.8960000276565552,1.875,0.010500013828277588,0.007082162301549702,1.8960000276565552,1.875,HighPM*,HighPM*,25.66903662033172,0.0200989078730344,1277.1358642578125,13.753485679626465,15.354586601257324,12.528704643249512,2.8258819580078125,1.6011009216308594,1.2247810363769531,38.95744179226143,10.800533527400301,3442945552211045.0,2.4786394009051156e+30,3404811611935838.5,2.458423405183824e+30,3423878582073441.5,2.468538853186152e+30,3423878582073441.5,2.468538853186152e+30
2MASS J21103096-2710513,Gaia DR3 6801191424589717888,None,2MASS J21103096-2710513,None,None,None,GaiaDR3,Gaia DR3 6801191424589717888,J2016.0,317.62939346252875,4.2389325797557806e-05,-27.181317661676555,3.12759578227996e-05,24.836685279374795,0.0588985867798328,70.15991602458388,0.052241712808609,-76.06303832919629,0.039260596036911,StokesV,,,SB36101_component_726a,36101,59598.25833564815,59598.26881884259,905.748,317.629434,-27.181374,,,1655.49,3.532999992370605,,3.739000082015991,,,,,,,,RACS High,Detection,Detection,1.480190992355347,,2.057252883911133,,ASKAP,,,3.739000082015991,3.739000082015991,3.739000082015991,3.739000082015991,0.0,0.0,3.739000082015991,3.739000082015991,Eruptive*,Eruptive*,24.836685279374795,0.0588985867798328,421.6855773925781,14.848869323730469,17.2060604095459,13.456040382385254,3.750020027160645,2.3571910858154297,1.3928289413452148,40.26302176604995,11.824337494430527,7252356776366702.0,4.286640176338623e+30,7252356776366702.0,4.286640176338623e+30,7252356776366702.0,4.286640176338623e+30,7252356776366702.0,4.286640176338623e+30
2MASSI J0354200-143738,Gaia DR3 5110641302736199424,None,2MASS J03542008-1437388,None,None,None,GaiaDR3,Gaia DR3 5110641302736199424,J2016.0,58.58340567202959,0.0004872325062751,-14.626996430366534,0.0003846245408058,56.2053248972072,0.662612795829773,-70.95007249764551,0.547731876373291,86.40278838346087,0.4527358710765838,StokesV,,,SB20921_component_1738a,20921,59220.56662037037,59220.56662037037,905.9999999357389,58.583053,-14.626903,,,1367.49,1.9179999828338623,,2.5380001068115234,,,,,,,,RACS Mid,Detection,Detection,1.611683964729309,,1.4934669733047483,,ASKAP,,,2.073403720145272,2.073403720145272,2.5380001068115234,1.608807333479021,0.46459638666625125,0.3133659696926017,2.5380001068115234,1.608807333479021,HighPM*,HighPM*,56.2053248972072,0.662612795829773,84.82378387451172,15.69361400604248,18.24394798278809,13.842362403869627,4.401585578918457,2.550333976745605,1.851251602172852,17.79190853942896,14.442501319112308,961275038882490.6,9.70062584033474e+29,609340530717057.4,6.937781806217538e+29,785307784799774.0,8.360557200578756e+29,785307784799774.0,8.360557200578756e+29
ASAS J064119-3820.6,Gaia DR3 5576851073482573952,TYC 7627-2190-1,2MASS J06411849-3820360,None,None,None,GaiaDR3,Gaia DR3 5576851073482573952,J2016.0,100.32701956929748,5.97866773605346e-05,-38.34342400558594,6.20392449200153e-05,8.586260480298668,0.0736027881503105,-6.72969778327402,0.0769713222980499,-17.025212391511744,0.0806077346205711,StokesV,,,SB21956_component_2647a,21956,59239.5853125,59239.5853125,905.9999999357389,100.326781,-38.343446,,,1367.49,1.0820000171661377,,1.24399995803833,,,,,,,,RACS Mid,Detection,Detection,0.8302540183067322,,2.435894012451172,,ASKAP,,,1.2299883587065819,1.2299883587065819,1.24399995803833,1.2159767593748338,0.014011599331748115,0.00945069427475254,1.24399995803833,1.2159767593748338,Eruptive*,Eruptive*,8.586260480298668,0.0736027881503105,116.65672302246094,11.012896537780762,11.520115852355955,10.33210277557373,1.1880130767822266,0.5072193145751953,0.6807937622070312,116.46513663247443,5.681916835181071,2.0189390176440156e+16,9.100414575770883e+30,1.9734590087297556e+16,8.949223924303381e+30,1.9961990131868856e+16,9.024933229224466e+30,1.9961990131868856e+16,9.024933229224466e+30
ATO J183.5330+47.2673,Gaia DR3 1545247048904161664,None,2MASS J12140814+4716038,None,None,None,GaiaDR3,Gaia DR3 1545247048904161664,J2016.0,183.53297927178696,1.00366435945034e-05,47.26736491524287,1.30573827773332e-05,25.763370719900315,0.0198345687240362,-137.20469592566067,0.0124907484278082,-72.57575515009906,0.0147739043459296,StokesV,,,SB34851_component_1483a,34851,59575.94026967593,59575.95075287037,905.748,183.532046,47.268058,,,1655.49,1.690999984741211,,2.2780001163482666,,,,,,,,RACS High,Detection,Detection,1.223698973655701,,1.175394058227539,,ASKAP,,,2.2780001163482666,2.2780001163482666,2.2780001163482666,2.2780001163482666,0.0,0.0,2.2780001163482666,2.2780001163482666,HighPM*,HighPM*,25.763370719900315,0.0198345687240362,1298.91259765625,14.135418891906738,15.809091567993164,12.892338752746582,2.916752815246582,1.6736726760864258,1.2430801391601562,38.814796824220416,11.190432305936788,4106381841316263.0,2.821530843052329e+30,4106381841316263.0,2.821530843052329e+30,4106381841316263.0,2.821530843052329e+30,4106381841316263.0,2.821530843052329e+30
BD+19  5116A,Gaia DR3 2824770686019003904,TYC 1723-23-1,2MASS J23315208+1956142,V* EQ Peg A,None,UCAC4 550-148507,GaiaDR3,Gaia DR3 2824770686019003904,J2016.0,352.97012375450475,2.7961434796452503e-05,19.93699282660293,2.05102246254682e-05,159.66339203721853,0.0341278910636901,578.0086593589436,0.0354514867067337,-59.76860489882348,0.0232443902641534,StokesV,,,SB20762_component_1199a,20762,59217.39346064815,59217.39346064815,904.9999997019768,352.971176,19.936663,,,1367.49,3.5429999828338623,,4.139999866485596,,,,,,,,RACS Mid,Detection,Detection,2.8212039470672607,,3.0412840843200684,,ASKAP,,,3.250499933242798,3.250499933242798,4.139999866485596,2.361,0.8894999332427977,0.5999594855273154,4.139999866485596,2.361,Eruptive*,Eruptive*,159.66339203721853,0.0341278910636901,4678.38427734375,9.043997764587402,10.50731086730957,7.846364498138428,2.6609463691711426,1.463313102722168,1.1976332664489746,6.263176469198986,10.060024522526936,194312427973390.1,2.9939905504306057e+29,110814409961471.98,1.9811118640840642e+29,152563418967431.06,2.506153435087268e+29,152563418967431.06,2.506153435087268e+29
BD+33  4462,Gaia DR3 1905374971433861120,TYC 2741-2276-1,2MASS J22142828+3356296,None,None,None,GaiaDR3,Gaia DR3 1905374971433861120,J2016.0,333.61810634729017,1.00596528500318e-05,33.94162844840278,1.17223672568798e-05,4.695398110679078,0.017059851437807,39.96107159565129,0.0138844018802046,11.780687518126005,0.0155246127396821,StokesV,,,ILTJ221428.28+335630.6,P333+33,58406.0,,,333.61780502037965,33.94157567187487,0.5597057776691947,1.3271992589979982,144.0,,,1.55917192,0.40589079,,,,,,,VLoTSS,Detection,Detection,,,-0.82712775,0.12455111,LOFAR,0.124403514,0.108101517,2.023032370156525,1.7589251904695766,2.751,1.55917192,0.5211704742473217,0.13473173510695843,2.751,1.55917192,SB*,SB*,4.695398110679078,0.017059851437807,275.2308959960937,8.74563217163086,9.152941703796388,8.15237045288086,1.0005712509155271,0.4073095321655273,0.59326171875,212.97448617309547,2.103994275984582,1.4929893271339155e+17,3.9626240399986243e+31,8.461748584975994e+16,2.61012827356935e+31,9.545825287524782e+16,2.852048927375811e+31,1.0979155714613309e+17,3.161040836090177e+31
BD+36  2219,Gaia DR3 4031586157514097024,TYC 2526-2357-1,2MASS J11510737+3516188,None,HIP 57802,UCAC4 627-046883,GaiaDR3,Gaia DR3 4031586157514097024,J2016.0,177.77908194992455,1.43850101158022e-05,35.273139643103185,1.39139257371425e-05,114.0854152976686,0.0191236287355422,-273.1556092155578,0.0145527273416519,253.40399742858727,0.0160614848136901,StokesV,,,ILTJ115106.89+351623.4,P179+35,58017.0,,,177.7786956762006,35.273173195063,0.7756115119946245,0.8774731357617971,144.0,,,0.82375544,0.32206962,,,,,,,VLoTSS,Detection,Detection,,,0.44643411,0.066965118,LOFAR,0.111153238,0.127801001,0.82375544,0.82375544,0.82375544,0.82375544,0.0,0.0,0.82375544,0.82375544,Low-Mass*,Low-Mass*,114.0854152976686,0.0191236287355422,5965.67822265625,8.85401439666748,9.967266082763672,7.804830551147461,2.162435531616211,1.1132516860961914,1.0491838455200195,8.765362315514448,9.140165035033798,75726693568196.84,1.4973735011958376e+29,75726693568196.84,1.4973735011958376e+29,75726693568196.84,1.4973735011958376e+29,75726693568196.84,1.4973735011958376e+29
BD+42  2437,Gaia DR3 1500689752504456576,TYC 3029-340-1,2MASS J13460148+4201080,None,None,None,GaiaDR3,Gaia DR3 1500689752504456576,J2016.0,206.5062436061709,1.123633e-05,42.01880266367085,1.3547508e-05,4.360853422459996,0.018017696,11.35165532630867,0.013689534,-14.514730831416712,0.016429888,StokesV,,,ILTJ134601.51+420107.0,P205+42,57149.0,,,206.5061691229022,42.01864335460565,0.486140722674807,0.323943166428988,144.0,,,0.50414896,0.12887773,,,,,,,VLoTSS,Detection,Detection,,,-0.35167056,0.069575623,LOFAR,0.072546214,0.071102388,0.50414896,0.50414896,0.50414896,0.50414896,0.0,0.0,0.50414896,0.50414896,RotV*,RotV*,4.360853422459996,0.018017696,242.03168,9.006265,9.489003,8.338914,1.1500893,0.4827385,0.66735077,229.31291266283628,2.204122446796829,3.171953787220575e+16,1.2686112757084309e+31,3.171953787220575e+16,1.2686112757084309e+31,3.171953787220575e+16,1.2686112757084309e+31,3.171953787220575e+16,1.2686112757084309e+31
BD+44  2051B,Gaia DR3 778947608243864320,None,2MASS J11053133+4331170,V* WX UMa,None,None,GaiaDR3,Gaia DR3 778947608243864320,J2016.0,166.35208967877313,3.4007739275693805e-05,43.52590762036144,3.7251345813274303e-05,203.83234385738783,0.050037432461977,-4339.849578444107,0.0447662062942981,960.6961306272716,0.0414323396980762,StokesV,,,ILTJ110524.51+433133.1,P167+42,57469.0,,,166.35162101979924,43.52584861000911,0.394269134380374,0.786738663437859,144.0,,,1.94770753,0.3822507,,,,,,,VLoTSS,Detection,Detection,,,-0.78284258,0.093962587,LOFAR,0.094208509,0.113555849,1.94770753,1.94770753,1.94770753,1.94770753,0.0,0.0,1.94770753,1.94770753,Eruptive*,Eruptive*,203.83234385738783,0.050037432461977,4073.59716796875,12.25725269317627,14.709731101989746,10.854758262634276,3.8549728393554688,2.452478408813477,1.4024944305419922,4.905992744211655,13.80361818535233,56090395318427.96,1.2008170311933573e+29,56090395318427.96,1.2008170311933573e+29,56090395318427.96,1.2008170311933573e+29,56090395318427.96,1.2008170311933573e+29
BD+55  1823,Gaia DR3 1429437378934511616,TYC 3880-2179-1,2MASS J16170537+5516094,V* CR Dra,HIP 79796,UCAC4 727-050918,GaiaDR3,Gaia DR3 1429437378934511616,J2016.0,244.27298578329305,0.0004044465720653,55.2671877781025,0.0004168959259986,49.63026344630695,0.4244920909404754,87.96992153097975,0.6006507277488708,-430.9626629329256,0.5422911643981934,StokesV,,,ILTJ161705.48+551601.4,P245+55,57722.0,,,244.27282041227528,55.26704246112072,1.2319596251774907,0.8415888300593614,144.0,,,0.82560706,0.3455902,,,,,,,VLoTSS,Detection,Detection,,,0.4641076,0.095625989,LOFAR,0.098134376,0.117886163,0.82560706,0.82560706,0.82560706,0.82560706,0.0,0.0,0.82560706,0.82560706,SB*,SB*,49.63026344630695,0.4244920909404754,116.91680908203124,9.078421592712402,10.184420585632324,8.014928817749023,2.169491767883301,1.105998992919922,1.063492774963379,20.148996409859098,7.557154495293188,401043231924265.06,5.1008268563810494e+29,401043231924265.06,5.1008268563810494e+29,401043231924265.06,5.1008268563810494e+29,401043231924265.06,5.1008268563810494e+29
CD-30  6530,Gaia DR3 5640708647248169600,TYC 7136-2264-1,2MASS J08355977-3042306,None,None,None,GaiaDR3,Gaia DR3 5640708647248169600,J2016.0,128.99871254809142,8.245966e-06,-30.70858670454957,1.0416287e-05,15.70375400681669,0.013741406,-64.11347515543477,0.011048341,-14.302443552927311,0.013419008,StokesV,,,SB50370_component_4891a,50370,60100.37364583334,60100.37364583334,726.9999995827675,128.998685,-30.708367,,,887.49,1.274999976158142,,1.309000015258789,,,,,,,,VAST 35,Detection,Detection,1.3104009628295898,,1.51214599609375,,ASKAP,,,1.2940000295639038,1.2940000295639038,1.309000015258789,1.2790000438690186,0.014999985694885254,0.01011735174348122,1.309000015258789,1.2790000438690186,Low-Mass*,Low-Mass*,15.70375400681669,0.013741406,1142.8055,11.044957,11.703603,10.250117,1.4534855,0.65864563,0.79483986,63.679041302221094,7.024974417957569,6351022318136341.0,3.888104866150057e+30,6205468089244895.0,3.822383216451741e+30,6278245203690618.0,3.855294458566706e+30,6278245203690618.0,3.855294458566706e+30
CD-33  7795,Gaia DR3 5398663566249861120,TYC 7223-275-1,2MASS J11315526-3436272,None,None,UCAC4 277-060660,GaiaDR3,Gaia DR3 5398663566249861120,J2016.0,172.97979588278142,3.58906053006649e-05,-34.60765683405061,3.34818474948406e-05,20.131055617489608,0.0571549646556377,-84.78906208274029,0.0630843564867973,-22.54421096027021,0.0486547946929931,StokesV,,,SB21851_component_1099a,21851,59237.83234953704,59237.83234953704,915.0000001536682,172.979652,-34.607683,,,1367.49,3.63100004196167,,3.900000095367432,,,,,,,,RACS Mid,Detection,Detection,0.9347400069236756,,1.096122980117798,,ASKAP,,,3.661452267278071,3.608000040054321,3.900000095367432,3.47635666641246,0.17703350750741362,0.08879223906776,3.900000095367432,3.47635666641246,TTauri*,TTauri*,20.131055617489608,0.0571549646556377,352.2188415527344,10.439153671264648,11.70371913909912,9.30780029296875,2.395918846130371,1.2645654678344729,1.1313533782958984,49.67449392625057,6.958486414766695,1.1514430816691972e+16,6.021949563164727e+30,1.0263658295059862e+16,5.533708937292279e+30,1.0652324572292948e+16,5.687030814595323e+30,1.0810137894681594e+16,5.748860755318617e+30
CD-35  2213,Gaia DR3 4822636399484228224,None,2MASS J05172292-3521545,None,None,UCAC4 274-006404,GaiaDR3,Gaia DR3 4822636399484228224,J2016.0,79.34425241093663,0.0002326530665159,-35.36592307249036,0.0002581043839454,85.45190598238578,0.2898009717464447,-219.38263643848123,0.3094182908535003,-166.46812804185794,0.3316543102264404,StokesV,,,SB51252_component_4105a,51252,60131.15788194445,60131.15788194445,726.9999995827675,79.343487,-35.366213,,,887.49,1.6089999675750732,,1.4149999618530271,,,,,,,,VAST 40,Detection,Detection,1.171651005744934,,1.1139620542526243,,ASKAP,,,1.4149999618530271,1.4149999618530271,1.4149999618530271,1.4149999618530271,0.0,0.0,1.4149999618530271,1.4149999618530271,Low-Mass*,Low-Mass*,85.45190598238578,0.2898009717464447,294.8641052246094,10.34897232055664,11.931642532348633,9.120532989501951,2.81110954284668,1.5826702117919922,1.2284393310546875,11.702489119506943,10.007581090504036,231858955263559.94,3.4092952523940816e+29,231858955263559.94,3.4092952523940816e+29,231858955263559.94,3.4092952523940816e+29,231858955263559.94,3.4092952523940816e+29
CD-38 11343B,Gaia DR3 5970189504209690496,TYC 7868-1524-2,None,None,None,UCAC4 255-103981,GaiaDR3,Gaia DR3 5970189504209690496,J2016.0,254.2016798714237,3.2621245831251106e-05,-39.09401792053027,2.08023432642221e-05,63.52312678591539,0.0361768379807472,46.90372006277018,0.0418022274971008,-113.68489033038924,0.0331124737858772,StokesV,,,SB8276_component_1839a,8539,58594.4203125,58594.4203125,11027.999999863096,254.202058,-39.094155,,,887.49,7.305,,7.203,,,,,,,,RACS Low,Detection,Detection,2.138,,2.183,,ASKAP,,,2.8611366025648675,2.678,7.203,0.7,2.3511096799328284,1.2392533300793618,7.203,0.7,HighPM*,HighPM*,63.52312678591539,0.0361768379807472,1755.9058837890625,11.785176277160645,13.462882995605469,10.502473831176758,2.960409164428711,1.6777067184448242,1.2827024459838867,15.74229812978482,10.799835612830124,2135800259662897.8,1.7447602606133727e+30,207560763815636.28,3.1427706693288947e+29,794068179283248.5,8.429033674604571e+29,848370998013197.9,8.84914544962036e+29
CD-43  9546,Gaia DR3 5908372482296952064,TYC 7833-1147-1,2MASS J15011648-4339311,None,None,UCAC4 232-079174,GaiaDR3,Gaia DR3 5908372482296952064,J2016.0,225.319330232481,2.1945754000000003e-05,-43.65850785199451,2.7966253e-05,70.75298153219886,0.033890832,93.55480666422304,0.032632124,30.21952040290472,0.04359779,StokesV,,,SB36603_component_2105a,36603,59606.98602662037,59606.99650981482,905.748,225.319718,-43.658391,,,1655.49,1.0299999713897705,,1.156999945640564,,,,,,,,RACS High,Detection,Detection,0.8318750262260437,,0.709991991519928,,ASKAP,,,1.156999945640564,1.156999945640564,1.156999945640564,1.156999945640564,0.0,0.0,1.156999945640564,1.156999945640564,SB*,SB*,70.75298153219886,0.033890832,2087.673,9.658678,11.021856,8.50354,2.5183163,1.3631783,1.155138,14.13367999968894,8.90740172880485,276537989755338.3,3.880943802473152e+29,276537989755338.3,3.880943802473152e+29,276537989755338.3,3.880943802473152e+29,276537989755338.3,3.880943802473152e+29
